Roll No,Program,Course,Course Title,Credit Hrs.,GP,Grade,Sem.,Num of Semester,Batch,Num of Semester - Formulae
56K-1463,BS(CS),CS491,Project - I,3,4,A,Fa 2013,7,2010,7
56K-1463,BS(CS),CS575,Mobile Computing,3,2,C,Fa 2013,7,2010,7
56K-1463,BS(CS),MG205,Entrepreneurship,3,3,B,Fa 2013,7,2010,7
56K-1463,BS(CS),SS201,Professional Issues in IT,3,2,C,Fa 2013,7,2010,7
56K-1463,BS(CS),CS302,Design & Analysis of Algorithms,3,3,B,Sp 2014,8,2010,8
56K-1463,BS(CS),CS408,Data Warehousing,3,1.33,D+,Sp 2014,8,2010,8
56K-1463,BS(CS),CS492,Project - II,3,3.67,A-,Sp 2014,8,2010,8
56K-1463,BS(CS),CS517,Software Project Management,3,2.33,C+,Sp 2014,8,2010,8
56K-1463,BS(CS),CS540,Design Patterns,3,2,C,Sp 2014,8,2010,8
56K-1463,BS(CS),EE442,Network Protocols and Standards,3,1.67,C-,Sp 2014,8,2010,8
56K-1463,BS(CS),CS431,Topics in Computer Science,3,2.33,C+,Su 2014,Summer 4,2010,Summer 4
56K-1464,BS(CS),CS102,Introduction to Computer Science,4,2.33,C+,Fa 2010,1,2010,1
56K-1464,BS(CS),MT101,Calculus - I,3,2,C,Fa 2010,1,2010,1
56K-1464,BS(CS),NS111,Physics,3,3.33,B+,Fa 2010,1,2010,1
56K-1464,BS(CS),SS102,English Language,4,3.33,B+,Fa 2010,1,2010,1
56K-1464,BS(CS),SS113,Pakistan Studies,3,3.33,B+,Fa 2010,1,2010,1
56K-1464,BS(CS),CS104,Computer Programming,4,2,C,Sp 2011,2,2010,2
56K-1464,BS(CS),EE109,Digital Logic Design,4,3.67,A-,Sp 2011,2,2010,2
56K-1464,BS(CS),MT115,Calculus - II,3,2.33,C+,Sp 2011,2,2010,2
56K-1464,BS(CS),SS111,Islamic & Religious Studies,3,3.67,A-,Sp 2011,2,2010,2
56K-1464,BS(CS),SS122,English Composition,3,3.67,A-,Sp 2011,2,2010,2
56K-1464,BS(CS),CS201,Data Structures,3,3,B,Fa 2011,3,2010,3
56K-1464,BS(CS),EE218,Comp. Organization & Assembly Lang.,4,3.67,A-,Fa 2011,3,2010,3
56K-1464,BS(CS),MT104,Linear Algebra,3,3.67,A-,Fa 2011,3,2010,3
56K-1464,BS(CS),MT217,Discrete Structures,3,3,B,Fa 2011,3,2010,3
56K-1464,BS(CS),SS123,Communication Skills,3,3.67,A-,Fa 2011,3,2010,3
56K-1464,BS(CS),CS206,Operating Systems,4,2.67,B-,Sp 2012,4,2010,4
56K-1464,BS(CS),CS301,Theory of Automata,3,2.67,B-,Sp 2012,4,2010,4
56K-1464,BS(CS),CS313,Object Oriented Analysis & Design,4,3.67,A-,Sp 2012,4,2010,4
56K-1464,BS(CS),MG103,Finance & Accounting,3,3.67,A-,Sp 2012,4,2010,4
56K-1464,BS(CS),MT206,Probability & Statistics,4,2.67,B-,Sp 2012,4,2010,4
56K-1464,BS(CS),CS204,Database Systems,4,2.33,C+,Fa 2012,5,2010,5
56K-1464,BS(CS),CS314,Computer Networks,4,4,A,Fa 2012,5,2010,5
56K-1464,BS(CS),CS498,Information Systems Security,3,3.67,A-,Fa 2012,5,2010,5
56K-1464,BS(CS),MG401,Human Resource Management,3,3,B,Fa 2012,5,2010,5
56K-1464,BS(CS),MT203,Differential Equations,3,2.67,B-,Fa 2012,5,2010,5
56K-1464,BS(CS),CS302,Design & Analysis of Algorithms,3,2.33,C+,Sp 2013,6,2010,6
56K-1464,BS(CS),CS303,Software Engineering,3,1.67,C-,Sp 2013,6,2010,6
56K-1464,BS(CS),CS406,Web Programming,3,3.33,B+,Sp 2013,6,2010,6
56K-1464,BS(CS),EE204,Computer Architecture,3,3.67,A-,Sp 2013,6,2010,6
56K-1464,BS(CS),SS108,Technical and Business Writing,3,4,A,Sp 2013,6,2010,6
56K-1465,BS(CS),CS102,Introduction to Computer Science,4,0,F,Fa 2010,1,2010,1
56K-1465,BS(CS),MT101,Calculus - I,3,2.67,B-,Fa 2010,1,2010,1
56K-1465,BS(CS),NS111,Physics,3,2,C,Fa 2010,1,2010,1
56K-1465,BS(CS),SS102,English Language,4,3.67,A-,Fa 2010,1,2010,1
56K-1465,BS(CS),SS113,Pakistan Studies,3,2.33,C+,Fa 2010,1,2010,1
56K-1465,BS(CS),CS102,Introduction to Computer Science,4,3.67,A-,Sp 2011,2,2010,2
56K-1465,BS(CS),EE109,Digital Logic Design,4,2.33,C+,Sp 2011,2,2010,2
56K-1465,BS(CS),MT115,Calculus - II,3,3,B,Sp 2011,2,2010,2
56K-1465,BS(CS),SS111,Islamic & Religious Studies,3,3,B,Sp 2011,2,2010,2
56K-1465,BS(CS),SS122,English Composition,3,3.33,B+,Sp 2011,2,2010,2
56K-1465,BS(CS),CS104,Computer Programming,4,2.67,B-,Su 2011,Summer 1,2010,Summer 1
56K-1465,BS(CS),CS201,Data Structures,3,2.33,C+,Fa 2011,3,2010,3
56K-1465,BS(CS),EE218,Comp. Organization & Assembly Lang.,4,3.33,B+,Fa 2011,3,2010,3
56K-1465,BS(CS),MG101,Fundamentals of Management,3,3.33,B+,Fa 2011,3,2010,3
56K-1465,BS(CS),MT104,Linear Algebra,3,3.33,B+,Fa 2011,3,2010,3
56K-1465,BS(CS),MT217,Discrete Structures,3,1.67,C-,Fa 2011,3,2010,3
56K-1465,BS(CS),CS206,Operating Systems,4,1.33,D+,Sp 2012,4,2010,4
56K-1465,BS(CS),CS301,Theory of Automata,3,0,W,Sp 2012,4,2010,4
56K-1465,BS(CS),CS313,Object Oriented Analysis & Design,4,3.33,B+,Sp 2012,4,2010,4
56K-1465,BS(CS),MG103,Finance & Accounting,3,3.67,A-,Sp 2012,4,2010,4
56K-1465,BS(CS),MT206,Probability & Statistics,4,2.67,B-,Sp 2012,4,2010,4
56K-1465,BS(CS),MG102,Principles of Economics,3,4,A,Su 2012,Summer 2,2010,Summer 2
56K-1465,BS(CS),CS204,Database Systems,4,2.67,B-,Fa 2012,5,2010,5
56K-1465,BS(CS),CS301,Theory of Automata,3,2,C,Fa 2012,5,2010,5
56K-1465,BS(CS),CS314,Computer Networks,4,2,C,Fa 2012,5,2010,5
56K-1465,BS(CS),CS423,Information Processing Techniques,3,2,C,Fa 2012,5,2010,5
56K-1465,BS(CS),MT203,Differential Equations,3,3,B,Fa 2012,5,2010,5
56K-1465,BS(CS),CS302,Design & Analysis of Algorithms,3,1,D,Sp 2013,6,2010,6
56K-1465,BS(CS),CS303,Software Engineering,3,3,B,Sp 2013,6,2010,6
56K-1465,BS(CS),EE204,Computer Architecture,3,1.67,C-,Sp 2013,6,2010,6
56K-1465,BS(CS),SS108,Technical and Business Writing,3,3,B,Sp 2013,6,2010,6
56K-1465,BS(CS),SS118,Psychology,3,2.67,B-,Sp 2013,6,2010,6
56K-1465,BS(CS),CS401,Artificial Intelligence,3,3.33,B+,Fa 2013,7,2010,7
56K-1465,BS(CS),CS422,Human Computer Interaction,3,2.33,C+,Fa 2013,7,2010,7
56K-1465,BS(CS),CS491,Project - I,3,4,A,Fa 2013,7,2010,7
56K-1465,BS(CS),CS525,Requirement Engineering,3,3.33,B+,Fa 2013,7,2010,7
56K-1465,BS(CS),SS201,Professional Issues in IT,3,3.33,B+,Fa 2013,7,2010,7
56K-1465,BS(CS),CS444,Usability Engineering,3,3,B,Sp 2014,8,2010,8
56K-1465,BS(CS),CS492,Project - II,3,2.67,B-,Sp 2014,8,2010,8
56K-1465,BS(CS),CS499,Introduction to Cloud Computing,3,2.33,C+,Sp 2014,8,2010,8
56K-1465,BS(CS),CS518,Software Quality Assurance,3,3.33,B+,Sp 2014,8,2010,8
56K-1465,BS(CS),CS540,Design Patterns,3,3.33,B+,Sp 2014,8,2010,8
56K-1466,BS(CS),CS102,Introduction to Computer Science,4,0,W,Fa 2010,1,2010,1
56K-1466,BS(CS),MT101,Calculus - I,3,2.67,B-,Fa 2010,1,2010,1
56K-1466,BS(CS),NS111,Physics,3,0,F,Fa 2010,1,2010,1
56K-1466,BS(CS),SS102,English Language,4,1.67,C-,Fa 2010,1,2010,1
56K-1466,BS(CS),SS113,Pakistan Studies,3,2,C,Fa 2010,1,2010,1
56K-1466,BS(CS),CS102,Introduction to Computer Science,4,3.33,B+,Sp 2011,2,2010,2
56K-1466,BS(CS),NS111,Physics,3,3,B,Sp 2011,2,2010,2
56K-1466,BS(CS),SS111,Islamic & Religious Studies,3,3.33,B+,Sp 2011,2,2010,2
56K-1466,BS(CS),CS104,Computer Programming,4,0,W,Su 2011,Summer 1,2010,Summer 1
56K-1466,BS(CS),CS104,Computer Programming,4,2.33,C+,Fa 2011,3,2010,3
56K-1466,BS(CS),MT104,Linear Algebra,3,2.67,B-,Fa 2011,3,2010,3
56K-1466,BS(CS),MT115,Calculus - II,3,4,A,Fa 2011,3,2010,3
56K-1466,BS(CS),MT217,Discrete Structures,3,1.67,C-,Fa 2011,3,2010,3
56K-1466,BS(CS),SS123,Communication Skills,3,2.33,C+,Fa 2011,3,2010,3
56K-1466,BS(CS),CS201,Data Structures,3,2.33,C+,Sp 2012,4,2010,4
56K-1466,BS(CS),CS301,Theory of Automata,3,0,F,Sp 2012,4,2010,4
56K-1466,BS(CS),EE109,Digital Logic Design,4,3.33,B+,Sp 2012,4,2010,4
56K-1466,BS(CS),MT206,Probability & Statistics,4,1.33,D+,Sp 2012,4,2010,4
56K-1466,BS(CS),SS122,English Composition,3,2.33,C+,Sp 2012,4,2010,4
56K-1466,BS(CS),SS103,Arabic Language,3,3.33,B+,Su 2012,Summer 2,2010,Summer 2
56K-1466,BS(CS),CS204,Database Systems,4,2.33,C+,Fa 2012,5,2010,5
56K-1466,BS(CS),CS206,Operating Systems,4,3,B,Fa 2012,5,2010,5
56K-1466,BS(CS),CS301,Theory of Automata,3,3,B,Fa 2012,5,2010,5
56K-1466,BS(CS),CS313,Object Oriented Analysis & Design,4,2.33,C+,Fa 2012,5,2010,5
56K-1466,BS(CS),EE218,Comp. Organization & Assembly Lang.,4,2.67,B-,Fa 2012,5,2010,5
56K-1466,BS(CS),CS302,Design & Analysis of Algorithms,3,1,D,Sp 2013,6,2010,6
56K-1466,BS(CS),CS303,Software Engineering,3,1,D,Sp 2013,6,2010,6
56K-1466,BS(CS),CS314,Computer Networks,4,3.67,A-,Sp 2013,6,2010,6
56K-1466,BS(CS),EE204,Computer Architecture,3,3,B,Sp 2013,6,2010,6
56K-1466,BS(CS),MT203,Differential Equations,3,3.67,A-,Sp 2013,6,2010,6
56K-1466,BS(CS),SS108,Technical and Business Writing,3,1.33,D+,Sp 2013,6,2010,6
56K-1466,BS(CS),MG220,Marketing Management,3,3.67,A-,Su 2013,Summer 3,2010,Summer 3
56K-1466,BS(CS),CS422,Human Computer Interaction,3,3.33,B+,Fa 2013,7,2010,7
56K-1466,BS(CS),CS491,Project - I,3,3.33,B+,Fa 2013,7,2010,7
56K-1466,BS(CS),CS525,Requirement Engineering,3,3,B,Fa 2013,7,2010,7
56K-1466,BS(CS),CS575,Mobile Computing,3,3,B,Fa 2013,7,2010,7
56K-1466,BS(CS),MT303,Operations Research,3,4,A+,Fa 2013,7,2010,7
56K-1466,BS(CS),SS201,Professional Issues in IT,3,3.33,B+,Fa 2013,7,2010,7
56K-1466,BS(CS),CS401,Artificial Intelligence,3,2.33,C+,Sp 2014,8,2010,8
56K-1466,BS(CS),CS492,Project - II,3,2,C,Sp 2014,8,2010,8
56K-1466,BS(CS),CS518,Software Quality Assurance,3,2,C,Sp 2014,8,2010,8
56K-1466,BS(CS),CS531,Machine Learning,3,2,C,Sp 2014,8,2010,8
56K-1466,BS(CS),CS540,Design Patterns,3,3,B,Sp 2014,8,2010,8
56K-1466,BS(CS),CS548,Graph Algorithms,3,3.33,B+,Sp 2014,8,2010,8
56K-1468,BS(CS),CS102,Introduction to Computer Science,4,0,F,Fa 2010,1,2010,1
56K-1468,BS(CS),MT101,Calculus - I,3,0,F,Fa 2010,1,2010,1
56K-1468,BS(CS),NS111,Physics,3,0,F,Fa 2010,1,2010,1
56K-1468,BS(CS),SS102,English Language,4,0,F,Fa 2010,1,2010,1
56K-1468,BS(CS),SS113,Pakistan Studies,3,0,F,Fa 2010,1,2010,1
56K-1469,BS(CS),CS102,Introduction to Computer Science,4,0,F,Fa 2010,1,2010,1
56K-1469,BS(CS),MT101,Calculus - I,3,0,F,Fa 2010,1,2010,1
56K-1469,BS(CS),NS111,Physics,3,0,F,Fa 2010,1,2010,1
56K-1469,BS(CS),SS102,English Language,4,0,F,Fa 2010,1,2010,1
56K-1469,BS(CS),SS113,Pakistan Studies,3,0,F,Fa 2010,1,2010,1
56K-1470,BS(CS),CS102,Introduction to Computer Science,4,0,F,Fa 2010,1,2010,1
56K-1470,BS(CS),MT101,Calculus - I,3,1.67,C-,Fa 2010,1,2010,1
56K-1470,BS(CS),NS111,Physics,3,0,F,Fa 2010,1,2010,1
56K-1470,BS(CS),SS102,English Language,4,2.33,C+,Fa 2010,1,2010,1
56K-1470,BS(CS),SS113,Pakistan Studies,3,2,C,Fa 2010,1,2010,1
56K-1470,BS(CS),CS102,Introduction to Computer Science,4,3.33,B+,Sp 2011,2,2010,2
56K-1470,BS(CS),NS111,Physics,3,3,B,Sp 2011,2,2010,2
56K-1470,BS(CS),SS111,Islamic & Religious Studies,3,3,B,Sp 2011,2,2010,2
56K-1470,BS(CS),CS104,Computer Programming,4,1.67,C-,Fa 2011,3,2010,3
56K-1470,BS(CS),MG101,Fundamentals of Management,3,2.67,B-,Fa 2011,3,2010,3
56K-1470,BS(CS),MT104,Linear Algebra,3,3,B,Fa 2011,3,2010,3
56K-1470,BS(CS),MT115,Calculus - II,3,2.67,B-,Fa 2011,3,2010,3
56K-1470,BS(CS),MT217,Discrete Structures,3,1.33,D+,Fa 2011,3,2010,3
56K-1470,BS(CS),CS201,Data Structures,3,3,B,Sp 2012,4,2010,4
56K-1470,BS(CS),CS301,Theory of Automata,3,1.33,D+,Sp 2012,4,2010,4
56K-1470,BS(CS),EE109,Digital Logic Design,4,2,C,Sp 2012,4,2010,4
56K-1470,BS(CS),MT206,Probability & Statistics,4,2,C,Sp 2012,4,2010,4
56K-1470,BS(CS),SS122,English Composition,3,2.67,B-,Sp 2012,4,2010,4
56K-1470,BS(CS),CS206,Operating Systems,4,2,C,Su 2012,Summer 2,2010,Summer 2
56K-1470,BS(CS),CS204,Database Systems,4,2.33,C+,Fa 2012,5,2010,5
56K-1470,BS(CS),CS313,Object Oriented Analysis & Design,4,2.33,C+,Fa 2012,5,2010,5
56K-1470,BS(CS),CS314,Computer Networks,4,2,C,Fa 2012,5,2010,5
56K-1470,BS(CS),EE218,Comp. Organization & Assembly Lang.,4,2,C,Fa 2012,5,2010,5
56K-1470,BS(CS),MT203,Differential Equations,3,2,C,Fa 2012,5,2010,5
56K-1470,BS(CS),CS302,Design & Analysis of Algorithms,3,1,D,Sp 2013,6,2010,6
56K-1470,BS(CS),CS303,Software Engineering,3,0,F,Sp 2013,6,2010,6
56K-1470,BS(CS),CS411,Network Security,3,1.33,D+,Sp 2013,6,2010,6
56K-1470,BS(CS),EE204,Computer Architecture,3,2,C,Sp 2013,6,2010,6
56K-1470,BS(CS),SS108,Technical and Business Writing,3,1.67,C-,Sp 2013,6,2010,6
56K-1470,BS(CS),CS415,N-Tier Application Development,3,0,F/R,Su 2013,Summer 3,2010,Summer 3
56K-1470,BS(CS),SS204,International Relations,3,1.67,C-,Su 2013,Summer 3,2010,Summer 3
56K-1470,BS(CS),CS303,Software Engineering,3,3.33,B+,Fa 2013,7,2010,7
56K-1470,BS(CS),CS401,Artificial Intelligence,3,2.67,B-,Fa 2013,7,2010,7
56K-1470,BS(CS),CS422,Human Computer Interaction,3,2.33,C+,Fa 2013,7,2010,7
56K-1470,BS(CS),CS446,Information Systems Security,3,2.67,B-,Fa 2013,7,2010,7
56K-1470,BS(CS),CS540,Design Patterns,3,0,W,Fa 2013,7,2010,7
56K-1470,BS(CS),CS408,Data Warehousing,3,1,D,Sp 2014,8,2010,8
56K-1470,BS(CS),CS444,Usability Engineering,3,2.67,B-,Sp 2014,8,2010,8
56K-1470,BS(CS),CS491,Project - I,3,3.67,A-,Sp 2014,8,2010,8
56K-1470,BS(CS),EE442,Network Protocols and Standards,3,2,C,Sp 2014,8,2010,8
56K-1470,BS(CS),MG407,International HR Management,3,2.33,C+,Sp 2014,8,2010,8
56K-1470,BS(CS),SS201,Professional Issues in IT,3,3,B,Sp 2014,8,2010,8
56K-1470,BS(CS),CS431,Topics in Computer Science,3,2,C,Su 2014,Summer 4,2010,Summer 4
56K-1470,BS(CS),SS103,Arabic Language,3,3.33,B+,Su 2014,Summer 4,2010,Summer 4
56K-1470,BS(CS),CS492,Project - II,3,3.33,B+,Fa 2014,9,2010,9
56K-1471,BS(CS),CS102,Introduction to Computer Science,4,1,D,Fa 2010,1,2010,1
56K-1471,BS(CS),MT101,Calculus - I,3,1,D,Fa 2010,1,2010,1
56K-1471,BS(CS),NS111,Physics,3,0,W,Fa 2010,1,2010,1
56K-1471,BS(CS),SS102,English Language,4,4,A,Fa 2010,1,2010,1
56K-1471,BS(CS),SS113,Pakistan Studies,3,2,C,Fa 2010,1,2010,1
56K-1471,BS(CS),CS102,Introduction to Computer Science,4,3.33,B+,Sp 2011,2,2010,2
56K-1471,BS(CS),EE109,Digital Logic Design,4,0,F,Sp 2011,2,2010,2
56K-1471,BS(CS),MT115,Calculus - II,3,2,C,Sp 2011,2,2010,2
56K-1471,BS(CS),SS111,Islamic & Religious Studies,3,2,C,Sp 2011,2,2010,2
56K-1471,BS(CS),SS122,English Composition,3,2.33,C+,Sp 2011,2,2010,2
56K-1471,BS(CS),CS104,Computer Programming,4,0,F,Fa 2011,3,2010,3
56K-1471,BS(CS),MT104,Linear Algebra,3,0,F,Fa 2011,3,2010,3
56K-1471,BS(CS),MT217,Discrete Structures,3,0,F,Fa 2011,3,2010,3
56K-1471,BS(CS),NS111,Physics,3,0,F,Fa 2011,3,2010,3
56K-1471,BS(CS),SS123,Communication Skills,3,0,F,Fa 2011,3,2010,3
56K-1472,BS(CS),CS102,Introduction to Computer Science,4,1,D,Fa 2010,1,2010,1
56K-1472,BS(CS),MT101,Calculus - I,3,2,C,Fa 2010,1,2010,1
56K-1472,BS(CS),NS111,Physics,3,1.33,D+,Fa 2010,1,2010,1
56K-1472,BS(CS),SS102,English Language,4,2.33,C+,Fa 2010,1,2010,1
56K-1472,BS(CS),SS113,Pakistan Studies,3,2,C,Fa 2010,1,2010,1
56K-1472,BS(CS),CS102,Introduction to Computer Science,4,2.67,B-,Sp 2011,2,2010,2
56K-1472,BS(CS),MT115,Calculus - II,3,3,B,Sp 2011,2,2010,2
56K-1472,BS(CS),SS111,Islamic & Religious Studies,3,2,C,Sp 2011,2,2010,2
56K-1472,BS(CS),SS122,English Composition,3,1.67,C-,Sp 2011,2,2010,2
56K-1472,BS(CS),EE109,Digital Logic Design,4,4,A,Su 2011,Summer 1,2010,Summer 1
56K-1472,BS(CS),CS104,Computer Programming,4,1.67,C-,Fa 2011,3,2010,3
56K-1472,BS(CS),EE218,Comp. Organization & Assembly Lang.,4,2,C,Fa 2011,3,2010,3
56K-1472,BS(CS),MG101,Fundamentals of Management,3,3,B,Fa 2011,3,2010,3
56K-1472,BS(CS),MT104,Linear Algebra,3,1.67,C-,Fa 2011,3,2010,3
56K-1472,BS(CS),MT217,Discrete Structures,3,1.67,C-,Fa 2011,3,2010,3
56K-1472,BS(CS),CS201,Data Structures,3,2,C,Sp 2012,4,2010,4
56K-1472,BS(CS),CS301,Theory of Automata,3,1.33,D+,Sp 2012,4,2010,4
56K-1472,BS(CS),MG103,Finance & Accounting,3,2,C,Sp 2012,4,2010,4
56K-1472,BS(CS),MG324,Business Ethics,3,1,D,Sp 2012,4,2010,4
56K-1472,BS(CS),MT206,Probability & Statistics,4,2.33,C+,Sp 2012,4,2010,4
56K-1472,BS(CS),MG102,Principles of Economics,3,3.67,A-,Su 2012,Summer 2,2010,Summer 2
56K-1472,BS(CS),CS204,Database Systems,4,1.67,C-,Fa 2012,5,2010,5
56K-1472,BS(CS),CS206,Operating Systems,4,2.67,B-,Fa 2012,5,2010,5
56K-1472,BS(CS),CS313,Object Oriented Analysis & Design,4,3,B,Fa 2012,5,2010,5
56K-1472,BS(CS),CS423,Information Processing Techniques,3,2.33,C+,Fa 2012,5,2010,5
56K-1472,BS(CS),MT203,Differential Equations,3,3,B,Fa 2012,5,2010,5
56K-1472,BS(CS),CS302,Design & Analysis of Algorithms,3,1,D,Sp 2013,6,2010,6
56K-1472,BS(CS),CS303,Software Engineering,3,2.33,C+,Sp 2013,6,2010,6
56K-1472,BS(CS),CS314,Computer Networks,4,2.33,C+,Sp 2013,6,2010,6
56K-1472,BS(CS),EE204,Computer Architecture,3,2.67,B-,Sp 2013,6,2010,6
56K-1472,BS(CS),SS108,Technical and Business Writing,3,2.33,C+,Sp 2013,6,2010,6
56K-1472,BS(CS),CS422,Human Computer Interaction,3,2.67,B-,Fa 2013,7,2010,7
56K-1472,BS(CS),CS491,Project - I,3,3.67,A-,Fa 2013,7,2010,7
56K-1472,BS(CS),CS540,Design Patterns,3,2.67,B-,Fa 2013,7,2010,7
56K-1472,BS(CS),CS575,Mobile Computing,3,3,B,Fa 2013,7,2010,7
56K-1472,BS(CS),SS201,Professional Issues in IT,3,2.67,B-,Fa 2013,7,2010,7
56K-1472,BS(CS),CS408,Data Warehousing,3,1,D,Sp 2014,8,2010,8
56K-1472,BS(CS),CS444,Usability Engineering,3,1,D,Sp 2014,8,2010,8
56K-1472,BS(CS),CS492,Project - II,3,3.33,B+,Sp 2014,8,2010,8
56K-1472,BS(CS),CS499,Introduction to Cloud Computing,3,1.67,C-,Sp 2014,8,2010,8
56K-1472,BS(CS),CS517,Software Project Management,3,2.67,B-,Sp 2014,8,2010,8
56K-1473,BS(CS),CS102,Introduction to Computer Science,4,2,C,Fa 2010,1,2010,1
56K-1473,BS(CS),MT101,Calculus - I,3,2.33,C+,Fa 2010,1,2010,1
56K-1473,BS(CS),NS111,Physics,3,1.67,C-,Fa 2010,1,2010,1
56K-1473,BS(CS),SS102,English Language,4,3,B,Fa 2010,1,2010,1
56K-1473,BS(CS),SS113,Pakistan Studies,3,2.33,C+,Fa 2010,1,2010,1
56K-1473,BS(CS),CS104,Computer Programming,4,1.33,D+,Sp 2011,2,2010,2
56K-1473,BS(CS),EE109,Digital Logic Design,4,2,C,Sp 2011,2,2010,2
56K-1473,BS(CS),MT115,Calculus - II,3,2.67,B-,Sp 2011,2,2010,2
56K-1473,BS(CS),SS111,Islamic & Religious Studies,3,3,B,Sp 2011,2,2010,2
56K-1473,BS(CS),SS122,English Composition,3,3.33,B+,Sp 2011,2,2010,2
56K-1473,BS(CS),CS201,Data Structures,3,2.33,C+,Fa 2011,3,2010,3
56K-1473,BS(CS),EE218,Comp. Organization & Assembly Lang.,4,2,C,Fa 2011,3,2010,3
56K-1473,BS(CS),MG101,Fundamentals of Management,3,4,A,Fa 2011,3,2010,3
56K-1473,BS(CS),MT104,Linear Algebra,3,3,B,Fa 2011,3,2010,3
56K-1473,BS(CS),MT217,Discrete Structures,3,2.33,C+,Fa 2011,3,2010,3
56K-1473,BS(CS),CS206,Operating Systems,4,1.67,C-,Sp 2012,4,2010,4
56K-1473,BS(CS),CS301,Theory of Automata,3,1,D,Sp 2012,4,2010,4
56K-1473,BS(CS),CS313,Object Oriented Analysis & Design,4,1.67,C-,Sp 2012,4,2010,4
56K-1473,BS(CS),MG110,Principles of Marketing,3,3,B,Sp 2012,4,2010,4
56K-1473,BS(CS),MT206,Probability & Statistics,4,1.67,C-,Sp 2012,4,2010,4
56K-1473,BS(CS),CS204,Database Systems,4,1.67,C-,Fa 2012,5,2010,5
56K-1473,BS(CS),CS314,Computer Networks,4,2.67,B-,Fa 2012,5,2010,5
56K-1473,BS(CS),CS423,Information Processing Techniques,3,3,B,Fa 2012,5,2010,5
56K-1473,BS(CS),MT203,Differential Equations,3,3.33,B+,Fa 2012,5,2010,5
56K-1473,BS(CS),SS401,Media and Advertising,3,3,B,Fa 2012,5,2010,5
56K-1473,BS(CS),CS302,Design & Analysis of Algorithms,3,1.33,D+,Sp 2013,6,2010,6
56K-1473,BS(CS),CS303,Software Engineering,3,3,B,Sp 2013,6,2010,6
56K-1473,BS(CS),CS406,Web Programming,3,2,C,Sp 2013,6,2010,6
56K-1473,BS(CS),EE204,Computer Architecture,3,2.33,C+,Sp 2013,6,2010,6
56K-1473,BS(CS),SS108,Technical and Business Writing,3,2.67,B-,Sp 2013,6,2010,6
56K-1473,BS(CS),CS422,Human Computer Interaction,3,3,B,Fa 2013,7,2010,7
56K-1473,BS(CS),CS491,Project - I,3,3.33,B+,Fa 2013,7,2010,7
56K-1473,BS(CS),CS540,Design Patterns,3,2.67,B-,Fa 2013,7,2010,7
56K-1473,BS(CS),CS575,Mobile Computing,3,2.67,B-,Fa 2013,7,2010,7
56K-1473,BS(CS),SS201,Professional Issues in IT,3,3.33,B+,Fa 2013,7,2010,7
56K-1473,BS(CS),CS408,Data Warehousing,3,2.33,C+,Sp 2014,8,2010,8
56K-1473,BS(CS),CS492,Project - II,3,3.33,B+,Sp 2014,8,2010,8
56K-1473,BS(CS),CS517,Software Project Management,3,2.67,B-,Sp 2014,8,2010,8
56K-1473,BS(CS),EE442,Network Protocols and Standards,3,2.33,C+,Sp 2014,8,2010,8
56K-1473,BS(CS),MG521,Leadership & Decision Making,3,4,A,Sp 2014,8,2010,8
56K-1474,BS(CS),CS102,Introduction to Computer Science,4,4,A,Fa 2010,1,2010,1
56K-1474,BS(CS),MT101,Calculus - I,3,3.33,B+,Fa 2010,1,2010,1
56K-1474,BS(CS),NS111,Physics,3,4,A,Fa 2010,1,2010,1
56K-1474,BS(CS),SS102,English Language,4,3.67,A-,Fa 2010,1,2010,1
56K-1474,BS(CS),SS113,Pakistan Studies,3,3,B,Fa 2010,1,2010,1
56K-1474,BS(CS),CS104,Computer Programming,4,2.67,B-,Sp 2011,2,2010,2
56K-1474,BS(CS),EE109,Digital Logic Design,4,4,A,Sp 2011,2,2010,2
56K-1474,BS(CS),MT115,Calculus - II,3,3.67,A-,Sp 2011,2,2010,2
56K-1474,BS(CS),SS111,Islamic & Religious Studies,3,3.67,A-,Sp 2011,2,2010,2
56K-1474,BS(CS),SS122,English Composition,3,3.67,A-,Sp 2011,2,2010,2
56K-1474,BS(CS),CS201,Data Structures,3,4,A,Fa 2011,3,2010,3
56K-1474,BS(CS),EE218,Comp. Organization & Assembly Lang.,4,3.33,B+,Fa 2011,3,2010,3
56K-1474,BS(CS),MG101,Fundamentals of Management,3,4,A,Fa 2011,3,2010,3
56K-1474,BS(CS),MT104,Linear Algebra,3,4,A,Fa 2011,3,2010,3
56K-1474,BS(CS),MT217,Discrete Structures,3,3.33,B+,Fa 2011,3,2010,3
56K-1474,BS(CS),CS206,Operating Systems,4,3.33,B+,Sp 2012,4,2010,4
56K-1474,BS(CS),CS301,Theory of Automata,3,3.67,A-,Sp 2012,4,2010,4
56K-1474,BS(CS),CS313,Object Oriented Analysis & Design,4,3.67,A-,Sp 2012,4,2010,4
56K-1474,BS(CS),MG103,Finance & Accounting,3,4,A+,Sp 2012,4,2010,4
56K-1474,BS(CS),MT206,Probability & Statistics,4,4,A,Sp 2012,4,2010,4
56K-1474,BS(CS),CS204,Database Systems,4,4,A,Fa 2012,5,2010,5
56K-1474,BS(CS),CS314,Computer Networks,4,4,A,Fa 2012,5,2010,5
56K-1474,BS(CS),CS423,Information Processing Techniques,3,3.67,A-,Fa 2012,5,2010,5
